_type;_tags_width;_tags_surface;_tags_source:ref;_tags_source;_tags_sidewalk;_tags_ref;_tags_oneway;_tags_old_ref;_tags_official_name;_tags_name;_tags_maxspeed;_tags_lit;_tags_lanes;_tags_highway;_tags_chile:region;_tags_attribution;_tags_alt_name;_tags_access;_nodes;_id;_geometry_centroid_lon;_geometry_centroid_lat;_geometry;_bounds_minlon;_bounds_minlat;_bounds_maxlon;_bounds_maxlat
way;;paved;;;;;yes;;;José Martí;50;;2;residential;;;;;[309800732, 1194025175, 6356726499, 11218558470, 6356723100, 1194025092];103402978;-73.23475420451707;-39.81579007394148;[{'lat': -39.8165163, 'lon': -73.2353666}, {'lat': -39.8164366, 'lon': -73.2353051}, {'lat': -39.8154948, 'lon': -73.2345071}, {'lat': -39.8151503, 'lon': -73.2342159}, {'lat': -39.8151239, 'lon': -73.2341888}, {'lat': -39.8151128, 'lon': -73.2341771}];-73.2353666;-39.8165163;-73.2341771;-39.8151128
way;;paved;;;;;;;;Pasaje Uno;50;;2;residential;;;;;[1194025055, 9276225047, 9276225050, 1194025274];103402983;-73.22035114185086;-39.82886425633727;[{'lat': -39.8286829, 'lon': -73.2200711}, {'lat': -39.8287173, 'lon': -73.2201997}, {'lat': -39.8291615, 'lon': -73.2207446}, {'lat': -39.8291858, 'lon': -73.2207731}];-73.2207731;-39.8291858;-73.2200711;-39.8286829
way;;paved;;;;;no;;;Colombia;50;;2;residential;;;;;[317640443, 8928115848, 317644183, 317644283, 317644231, 317644171, 1366919177, 317644243, 317644169, 8602993576, 317644167, 317644216];103402984;-73.2109809903608;-39.82142938807024;[{'lat': -39.821128, 'lon': -73.2117778}, {'lat': -39.8211535, 'lon': -73.2116766}, {'lat': -39.8212633, 'lon': -73.211395}, {'lat': -39.8213264, 'lon': -73.2112333}, {'lat': -39.8213636, 'lon': -73.211138}, {'lat': -39.821459, 'lon': -73.2108934}, {'lat': -39.8215743, 'lon': -73.2105978}, {'lat': -39.8216102, 'lon': -73.2105059}, {'lat': -39.8217665, 'lon': -73.2101052}, {'lat': -39.8217733, 'lon': -73.2100831}, {'lat': -39.8219096, 'lon': -73.2097383}, {'lat': -39.821981, 'lon': -73.2095553}];-73.2117778;-39.821981;-73.2095553;-39.821128
way;;paved;;;;;yes;;;Micaela Cáceres;50;;2;residential;;;;;[2618715851, 2618715855, 1194025207, 1194025071, 2618715858, 9341864439, 309797606];103402986;-73.21978194830638;-39.830682270575764;[{'lat': -39.8308687, 'lon': -73.2202406}, {'lat': -39.8308347, 'lon': -73.2200732}, {'lat': -39.8307677, 'lon': -73.2198796}, {'lat': -39.8306607, 'lon': -73.2196561}, {'lat': -39.8305681, 'lon': -73.2194969}, {'lat': -39.8304993, 'lon': -73.2194039}, {'lat': -39.830443, 'lon': -73.2193278}];-73.2202406;-39.8308687;-73.2193278;-39.830443
way;;paved;;;;;;;;Fresia;50;yes;2;residential;;;;;[1194025090, 1194025261];103402990;-73.24410155000001;-39.8106376;[{'lat': -39.8102821, 'lon': -73.2440062}, {'lat': -39.8109931, 'lon': -73.2441969}];-73.2441969;-39.8109931;-73.2440062;-39.8102821
way;;cobblestone;;;both;;;;;Chacabuco;50;yes;2;residential;;;;;[1194025224, 7332064545, 5334236567, 1194025338];103402999;-73.24694368263111;-39.81266494101622;[{'lat': -39.8127151, 'lon': -73.2465747}, {'lat': -39.8127103, 'lon': -73.2466237}, {'lat': -39.8126147, 'lon': -73.2473106}, {'lat': -39.8126013, 'lon': -73.247399}];-73.247399;-39.8127151;-73.2465747;-39.8126013
way;;paved;;;;;no;;;;50;;2;residential;;;;;[1194025125, 1194025146];103403003;-73.23759565;-39.818263599999995;[{'lat': -39.8182943, 'lon': -73.237751}, {'lat': -39.8182329, 'lon': -73.2374403}];-73.237751;-39.8182943;-73.2374403;-39.8182329
way;;paved;;;;;yes;;;Pedro de Valdivia;50;;2;residential;;;;;[1194025074, 11218558468, 6836368207, 6836368213, 3517456894];103403005;-73.23709895662469;-39.81371561971462;[{'lat': -39.8132333, 'lon': -73.2365214}, {'lat': -39.8132831, 'lon': -73.2365826}, {'lat': -39.8137362, 'lon': -73.2371291}, {'lat': -39.8141892, 'lon': -73.2376611}, {'lat': -39.8142306, 'lon': -73.2377097}];-73.2377097;-39.8142306;-73.2365214;-39.8132333
way;;paved;;;;;;;;Pasaje Dos;50;;2;residential;;;;;[1194025218, 9276225057, 1194025172];103403029;-73.2199893;-39.829392399999996;[{'lat': -39.8290062, 'lon': -73.219456}, {'lat': -39.8295691, 'lon': -73.2202325}, {'lat': -39.8296019, 'lon': -73.2202794}];-73.2202794;-39.8296019;-73.219456;-39.8290062
way;;paved;;;;;no;;;Brasil;50;;2;residential;;;;;[1194025272, 1194492584, 317644262, 1194492560, 317644264, 317640628, 317640633, 317640612, 317640652, 1365806561, 317640524, 317644279, 317640507, 317644281, 317640498, 9647047640, 1194039202, 12511715209, 12511715210, 317640449, 1365806558, 1365806556, 12511715230, 317640467, 317640491, 317640476, 317640485, 9132978283, 8524727900, 8524727901, 12511396804, 9135336449, 1194039201];103403035;-73.21639353292296;-39.821393345655494;[{'lat': -39.8244508, 'lon': -73.2086356}, {'lat': -39.8242975, 'lon': -73.2090276}, {'lat': -39.8242159, 'lon': -73.2092349}, {'lat': -39.8241538, 'lon': -73.2093927}, {'lat': -39.8240724, 'lon': -73.2095995}, {'lat': -39.8240094, 'lon': -73.2097595}, {'lat': -39.8239183, 'lon': -73.209991}, {'lat': -39.8238707, 'lon': -73.2101122}, {'lat': -39.8237952, 'lon': -73.2103038}, {'lat': -39.8237158, 'lon': -73.2105057}, {'lat': -39.8236415, 'lon': -73.2106945}, {'lat': -39.82358, 'lon': -73.2108508}, {'lat': -39.8235035, 'lon': -73.2110451}, {'lat': -39.8234373, 'lon': -73.2112132}, {'lat': -39.8233485, 'lon': -73.2114415}, {'lat': -39.8233014, 'lon': -73.2115584}, {'lat': -39.8232816, 'lon': -73.2116088}, {'lat': -39.823255, 'lon': -73.2116747}, {'lat': -39.8232386, 'lon': -73.2117152}, {'lat': -39.8231211, 'lon': -73.2120061}, {'lat': -39.8229804, 'lon': -73.2123635}, {'lat': -39.8229599, 'lon': -73.2124155}, {'lat': -39.8228522, 'lon': -73.2126937}, {'lat': -39.822835, 'lon': -73.2127381}, {'lat': -39.8228031, 'lon': -73.2128215}, {'lat': -39.8226854, 'lon': -73.2131134}, {'lat': -39.8226641, 'lon': -73.2131673}, {'lat': -39.822591, 'lon': -73.213353}, {'lat': -39.8225501, 'lon': -73.2134569}, {'lat': -39.8225267, 'lon': -73.2135188}, {'lat': -39.8224925, 'lon': -73.2136101}, {'lat': -39.822483, 'lon': -73.2136346}, {'lat': -39.8224732, 'lon': -73.2136607}];-73.2136607;-39.8244508;-73.2086356;-39.8224732
way;;paved;;;;;;;;Pasaje San Alberto;50;yes;2;residential;;;;;[1194120752, 7572024864, 7572065619, 1194120634];103409072;-73.22120533751479;-39.83599202336081;[{'lat': -39.836294, 'lon': -73.2210032}, {'lat': -39.8358871, 'lon': -73.2212762}, {'lat': -39.8358497, 'lon': -73.2213008}, {'lat': -39.8358032, 'lon': -73.2213311}];-73.2213311;-39.836294;-73.2210032;-39.8358032
way;;paved;;;;;;;;Pasaje Ocho;50;;2;residential;;;;;[1194120702, 11658927810, 11658927809, 1194120624, 11658927808, 8014041487, 11658927807, 1361988834, 11658927806, 9506020880, 11658927804, 11658927805, 11658927803, 11658927802, 1194120671];103409075;-73.2257781534693;-39.83468348737826;[{'lat': -39.834238, 'lon': -73.2259137}, {'lat': -39.834744, 'lon': -73.225839}, {'lat': -39.8347594, 'lon': -73.225833}, {'lat': -39.8347731, 'lon': -73.225813}, {'lat': -39.8347872, 'lon': -73.225778}, {'lat': -39.8348061, 'lon': -73.225755}, {'lat': -39.8348279, 'lon': -73.2257498}, {'lat': -39.8348978, 'lon': -73.2257275}, {'lat': -39.8349283, 'lon': -73.2257035}, {'lat': -39.8349567, 'lon': -73.2256684}, {'lat': -39.8349767, 'lon': -73.2256439}, {'lat': -39.8349953, 'lon': -73.2256291}, {'lat': -39.8350606, 'lon': -73.2256157}, {'lat': -39.8350761, 'lon': -73.225607}, {'lat': -39.8351034, 'lon': -73.2255739}];-73.2259137;-39.8351034;-73.2255739;-39.834238
way;;paved;;;;;;;;Santa Bernardita;50;yes;2;residential;;;;;[1194120643, 1194560972, 1194561128, 1194120687, 4460725110, 6821005674, 7631476140, 7601299825, 10049285973, 1194120727];103409078;-73.22505346323764;-39.83617540847891;[{'lat': -39.8362074, 'lon': -73.2255922}, {'lat': -39.8361859, 'lon': -73.2251812}, {'lat': -39.8361296, 'lon': -73.2243597}, {'lat': -39.836102, 'lon': -73.2240757}, {'lat': -39.8360509, 'lon': -73.2237053}, {'lat': -39.8360325, 'lon': -73.2234559}, {'lat': -39.8359758, 'lon': -73.2226869}, {'lat': -39.8359681, 'lon': -73.2225816}, {'lat': -39.835967, 'lon': -73.2225643}, {'lat': -39.8359637, 'lon': -73.2225099}];-73.2255922;-39.8362074;-73.2225099;-39.8359637
way;;paved;;;;;;;;San Francisco;50;yes;2;residential;;;;;[1194120715, 7597003975, 7594298801, 1194120710, 1194120634];103409088;-73.220857703892;-39.8356683979126;[{'lat': -39.8354602, 'lon': -73.2202694}, {'lat': -39.8354812, 'lon': -73.2203253}, {'lat': -39.8355811, 'lon': -73.2205707}, {'lat': -39.8357381, 'lon': -73.2209618}, {'lat': -39.8358032, 'lon': -73.2213311}];-73.2213311;-39.8358032;-73.2202694;-39.8354602
way;;paved;;;;;;;;Pasaje San Camilo;50;yes;2;residential;;;;;[7310537482, 6821005676, 7572024863, 1194120596];103409092;-73.22160139290361;-39.83638859105119;[{'lat': -39.8364968, 'lon': -73.2215341}, {'lat': -39.8364657, 'lon': -73.221558}, {'lat': -39.8360694, 'lon': -73.2217919}, {'lat': -39.8358584, 'lon': -73.2219201}];-73.2219201;-39.8364968;-73.2215341;-39.8358584
way;;paved;;;;;;;;Santa Lucrecia;50;yes;2;residential;;;;;[1194120667, 1194120537, 1194120479, 1194120796, 1194120774, 1194120798, 1194120687];103409096;-73.22416305351675;-39.83535211838764;[{'lat': -39.8341204, 'lon': -73.2243195}, {'lat': -39.8346752, 'lon': -73.2242483}, {'lat': -39.834995, 'lon': -73.2242047}, {'lat': -39.8353739, 'lon': -73.2241531}, {'lat': -39.8355755, 'lon': -73.2241257}, {'lat': -39.8357195, 'lon': -73.2241106}, {'lat': -39.836102, 'lon': -73.2240757}];-73.2243195;-39.836102;-73.2240757;-39.8341204
way;;paved;;;;;;;;Pasaje San Isidro;50;yes;2;residential;;;;;[1194120683, 7597003971, 7594298821, 7594298802, 7594298840, 1361988846, 1194120752, 7594298837, 7310537482];103409101;-73.21846903804378;-39.8351070435132;[{'lat': -39.8358996, 'lon': -73.2201348}, {'lat': -39.8359108, 'lon': -73.2201566}, {'lat': -39.8359323, 'lon': -73.2202066}, {'lat': -39.8359709, 'lon': -73.2203136}, {'lat': -39.8361533, 'lon': -73.2207796}, {'lat': -39.8361789, 'lon': -73.2208478}, {'lat': -39.836294, 'lon': -73.2210032}, {'lat': -39.8364873, 'lon': -73.2215094}, {'lat': -39.8364968, 'lon': -73.2215341}];-73.2215341;-39.8364968;-73.2201348;-39.8358996
way;;paved;;;;;;;;Río Huasco;50;;2;residential;;;;;[6527626382, 1194159848, 1194159747];103413438;-73.20776176666666;-39.836272466666664;[{'lat': -39.8365763, 'lon': -73.2076764}, {'lat': -39.8365051, 'lon': -73.2077339}, {'lat': -39.835736, 'lon': -73.207875}];-73.207875;-39.8365763;-73.2076764;-39.835736
way;;paved;;;;;;;;Argentina;50;;2;residential;;;;;[1194159826, 10913203028, 1194159597, 9228559080, 1194159841, 1194159707, 1194159540, 8638621190, 12374400163, 7265335504];103413443;-73.20620993188344;-39.82816074006948;[{'lat': -39.8285988, 'lon': -73.2055105}, {'lat': -39.8285668, 'lon': -73.2055632}, {'lat': -39.82835, 'lon': -73.20592}, {'lat': -39.8283247, 'lon': -73.2059597}, {'lat': -39.8281197, 'lon': -73.2062806}, {'lat': -39.8278942, 'lon': -73.2066359}, {'lat': -39.8276659, 'lon': -73.2069903}, {'lat': -39.8275437, 'lon': -73.20718}, {'lat': -39.8275343, 'lon': -73.2071989}, {'lat': -39.8275163, 'lon': -73.2072256}];-73.2072256;-39.8285988;-73.2055105;-39.8275163
way;;paved;;;;;;;;Pasaje Veinte;50;;2;residential;;;;;[1194159773, 2619069470, 2619069469, 1194159892, 1194159890, 1194159492, 317645529];103413444;-73.20437276901683;-39.83145076129899;[{'lat': -39.8323751, 'lon': -73.2040025}, {'lat': -39.8314399, 'lon': -73.2042002}, {'lat': -39.8313556, 'lon': -73.2042777}, {'lat': -39.8308287, 'lon': -73.2046589}, {'lat': -39.8306158, 'lon': -73.2048213}, {'lat': -39.8298916, 'lon': -73.2053061}, {'lat': -39.8298108, 'lon': -73.2052874}];-73.2053061;-39.8323751;-73.2040025;-39.8298108
way;;paved;;;;;;;;Pasaje Cinco;50;;2;residential;;;;;[1194159636, 1194159652, 1194159505];103413446;-73.20866086666666;-39.829989866666665;[{'lat': -39.8294584, 'lon': -73.2080837}, {'lat': -39.8298553, 'lon': -73.2085127}, {'lat': -39.8306559, 'lon': -73.2093862}];-73.2093862;-39.8306559;-73.2080837;-39.8294584
way;;paved;;;;;;;;Mollenahuer;50;;2;residential;;;;;[1194159639, 1194159498, 1194159627, 5993950054, 1194159594, 1194159846, 1194159636, 1194159703, 1194159527, 12374400168, 1194159631];103413458;-73.20764887234942;-39.82975495872452;[{'lat': -39.8309355, 'lon': -73.2058391}, {'lat': -39.8305744, 'lon': -73.2063878}, {'lat': -39.8302138, 'lon': -73.2069349}, {'lat': -39.8300805, 'lon': -73.2071384}, {'lat': -39.8298348, 'lon': -73.2075118}, {'lat': -39.8295841, 'lon': -73.2078927}, {'lat': -39.8294584, 'lon': -73.2080837}, {'lat': -39.8293452, 'lon': -73.2082557}, {'lat': -39.8291293, 'lon': -73.2086114}, {'lat': -39.8289959, 'lon': -73.2088319}, {'lat': -39.8289791, 'lon': -73.2088597}];-73.2088597;-39.8309355;-73.2058391;-39.8289791
way;;paved;;;;;;;;Pasaje Veintitrés;50;;2;residential;;;;;[1194159722, 9286834854, 1194159729];103413460;-73.2055678;-39.83203726666667;[{'lat': -39.832549, 'lon': -73.2054593}, {'lat': -39.8319357, 'lon': -73.2055893}, {'lat': -39.8316271, 'lon': -73.2056548}];-73.2056548;-39.832549;-73.2054593;-39.8316271
way;;paved;;;;;;;;Río Toltén;50;;2;residential;;;;;[1194159849, 1194159830];103413465;-73.20879049999999;-39.83663145;[{'lat': -39.8365943, 'lon': -73.2084532}, {'lat': -39.8366686, 'lon': -73.2091278}];-73.2091278;-39.8366686;-73.2084532;-39.8365943
way;;paved;;;;;;;;Corvi Diez;50;yes;2;residential;;;;;[1194159730, 1194159734];103413466;-73.2069669;-39.83530055;[{'lat': -39.8359898, 'lon': -73.2068215}, {'lat': -39.8346113, 'lon': -73.2071123}];-73.2071123;-39.8359898;-73.2068215;-39.8346113
way;;paved;;;;;;;;Pasaje Once;50;;2;residential;;;;;[1194159639, 1194159646, 9286834899, 1194159479, 9286834915, 1194159650];103413477;-73.20632426800294;-39.83138251037084;[{'lat': -39.8309355, 'lon': -73.2058391}, {'lat': -39.8313253, 'lon': -73.2062483}, {'lat': -39.8313587, 'lon': -73.2062868}, {'lat': -39.8315869, 'lon': -73.2065492}, {'lat': -39.8316031, 'lon': -73.2065671}, {'lat': -39.8321284, 'lon': -73.2071488}];-73.2071488;-39.8321284;-73.2058391;-39.8309355
way;;paved;;;;;;;;Pasaje Veintidos;50;;2;residential;;;;;[1194159744, 1194159748];103413484;-73.2050711;-39.83202875;[{'lat': -39.8324911, 'lon': -73.2049744}, {'lat': -39.8315664, 'lon': -73.2051678}];-73.2051678;-39.8324911;-73.2049744;-39.8315664
way;;paved;;;;;;;;Pasaje Veinticuatro;50;;2;residential;;;;;[1366927989, 9286834855, 1366927993, 1194159902];103413491;-73.20605933209929;-39.832131368779564;[{'lat': -39.8326066, 'lon': -73.2059419}, {'lat': -39.8319961, 'lon': -73.2060705}, {'lat': -39.8319306, 'lon': -73.2060843}, {'lat': -39.8318569, 'lon': -73.2061518}];-73.2061518;-39.8326066;-73.2059419;-39.8318569
way;;paved;;;;;;;;Terminal;50;;2;residential;;;;;[5993950054, 9228559075, 9228559073, 2488892960, 1194159826, 1194159889];103413494;-73.20539369806549;-39.82851660867947;[{'lat': -39.8300805, 'lon': -73.2071384}, {'lat': -39.8299501, 'lon': -73.206981}, {'lat': -39.8297834, 'lon': -73.2067894}, {'lat': -39.8295932, 'lon': -73.2065776}, {'lat': -39.8285988, 'lon': -73.2055105}, {'lat': -39.8285242, 'lon': -73.205379}];-73.2071384;-39.8300805;-73.205379;-39.8285242
way;;paved;;;;;;;;Pasaje Trece;50;;2;residential;;;;;[1194159889, 8613353909, 9228981819, 1194159885];103413499;-73.20489752087005;-39.82834423902715;[{'lat': -39.8285242, 'lon': -73.205379}, {'lat': -39.828471, 'lon': -73.2052137}, {'lat': -39.8280531, 'lon': -73.2041399}, {'lat': -39.8280389, 'lon': -73.2041035}];-73.205379;-39.8285242;-73.2041035;-39.8280389
way;;paved;;;;;;;;Pasaje Ocho;50;;2;residential;;;;;[1194159888, 1194159566, 9228559074, 9228559076, 1194159627];103413507;-73.20662285626011;-39.82992242311392;[{'lat': -39.8297112, 'lon': -73.2063967}, {'lat': -39.8299046, 'lon': -73.2066037}, {'lat': -39.8299152, 'lon': -73.2066152}, {'lat': -39.8299632, 'lon': -73.2066665}, {'lat': -39.8302138, 'lon': -73.2069349}];-73.2069349;-39.8302138;-73.2063967;-39.8297112
way;;paved;;;;;;;;Bahamondes;50;;2;residential;;;;;[1194159689, 1194159673];103413510;-73.2108551;-39.83776485;[{'lat': -39.8379652, 'lon': -73.2111151}, {'lat': -39.8375645, 'lon': -73.2105951}];-73.2111151;-39.8379652;-73.2105951;-39.8375645
way;;paved;;;;;;;;Pasaje Diecisiete;50;;2;residential;;;;;[1194159595, 1194159613, 9259005925, 1194159786];103413512;-73.20274772653399;-39.83141389751275;[{'lat': -39.8322034, 'lon': -73.2025646}, {'lat': -39.8311912, 'lon': -73.2027823}, {'lat': -39.8311538, 'lon': -73.2027938}, {'lat': -39.8308557, 'lon': -73.2028944}];-73.2028944;-39.8322034;-73.2025646;-39.8308557
way;;paved;;;;;;;;Colo Colo;50;;2;residential;;;;;[9228559086, 1194159702, 1194159688, 1194159677, 1194159668, 12374400173, 12374400178, 1194159664];103413520;-73.20752506399965;-39.82860401268434;[{'lat': -39.8292155, 'lon': -73.2065657}, {'lat': -39.8291148, 'lon': -73.2067223}, {'lat': -39.8288728, 'lon': -73.2070987}, {'lat': -39.8286453, 'lon': -73.2074781}, {'lat': -39.8284124, 'lon': -73.2078226}, {'lat': -39.8282861, 'lon': -73.2080116}, {'lat': -39.8282721, 'lon': -73.2080332}, {'lat': -39.828258, 'lon': -73.2080547}];-73.2080547;-39.8292155;-73.2065657;-39.828258
way;;paved;;;;;;;;Pasaje Doce;50;;2;residential;;;;;[317645502, 9286834919, 1194159557, 1194159902, 1194159538];103413530;-73.20620628732985;-39.83195363545207;[{'lat': -39.8316455, 'lon': -73.2057551}, {'lat': -39.8317508, 'lon': -73.2059719}, {'lat': -39.8317651, 'lon': -73.2060013}, {'lat': -39.8318569, 'lon': -73.2061518}, {'lat': -39.8323906, 'lon': -73.2067504}];-73.2067504;-39.8323906;-73.2057551;-39.8316455
way;;paved;;;;;;;;Lago Ranco;50;;2;residential;;;;;[1194159704, 1194159693, 1194159691];103413531;-73.21248936666667;-39.837085099999996;[{'lat': -39.8367414, 'lon': -73.2128981}, {'lat': -39.8370644, 'lon': -73.2125211}, {'lat': -39.8374495, 'lon': -73.2120489}];-73.2128981;-39.8374495;-73.2120489;-39.8367414
way;;paved;;;;;;;;Pasaje Clemente Holzapfel;50;;2;residential;;;;;[1194159527, 1194159668, 12374400177, 12374400164, 1194159540];103413539;-73.20784821562572;-39.828438720826455;[{'lat': -39.8291293, 'lon': -73.2086114}, {'lat': -39.8284124, 'lon': -73.2078226}, {'lat': -39.8277621, 'lon': -73.207097}, {'lat': -39.8276844, 'lon': -73.2070097}, {'lat': -39.8276659, 'lon': -73.2069903}];-73.2086114;-39.8291293;-73.2069903;-39.8276659
way;;paved;;;;;;;;Pasaje Once;50;;2;residential;;;;;[1194159892, 1194159493, 9286834879, 1194159601, 1194159598];103413544;-73.2052249190324;-39.83104283447889;[{'lat': -39.8308287, 'lon': -73.2046589}, {'lat': -39.8309976, 'lon': -73.2050327}, {'lat': -39.8310687, 'lon': -73.2051992}, {'lat': -39.8311296, 'lon': -73.2053897}, {'lat': -39.8312, 'lon': -73.205746}];-73.205746;-39.8312;-73.2046589;-39.8308287
way;;paved;;;;;;;;Pasaje Veintiuno;50;;2;residential;;;;;[1194159680, 1194159700];103413551;-73.2045911;-39.83196715;[{'lat': -39.8324343, 'lon': -73.204499}, {'lat': -39.8315, 'lon': -73.2046832}];-73.2046832;-39.8324343;-73.204499;-39.8315
way;;paved;;;;;;;;Calle Nueva Uno;50;yes;2;residential;;;;;[1194179165, 11206639200, 3440120119];103416544;-73.21592626666668;-39.80837133333333;[{'lat': -39.8084774, 'lon': -73.2148854}, {'lat': -39.8083214, 'lon': -73.2164196}, {'lat': -39.8083152, 'lon': -73.2164738}];-73.2164738;-39.8084774;-73.2148854;-39.8083152
way;;paved;;;;;;;;Pasaje 2;50;;2;residential;;;;;[1194179081, 1194179090];103416546;-73.2174656;-39.80388165;[{'lat': -39.8041428, 'lon': -73.2174783}, {'lat': -39.8036205, 'lon': -73.2174529}];-73.2174783;-39.8041428;-73.2174529;-39.8036205
way;;paved;;;;;;;;Cutipay;50;yes;2;residential;;;;;[1194179051, 1194178848, 1194179064];103416550;-73.2155143;-39.808939099999996;[{'lat': -39.8089742, 'lon': -73.2149572}, {'lat': -39.8089521, 'lon': -73.2155225}, {'lat': -39.808891, 'lon': -73.2160632}];-73.2160632;-39.8089742;-73.2149572;-39.808891
way;;paved;;;;;;;;Manuel Rodríguez;50;;2;residential;;;;;[1194178920, 1194178947, 1194178949, 1194178982, 1194178989];103416552;-73.21065168293359;-39.831833212420314;[{'lat': -39.8317209, 'lon': -73.2113504}, {'lat': -39.8317562, 'lon': -73.2111173}, {'lat': -39.8318066, 'lon': -73.2107819}, {'lat': -39.8319076, 'lon': -73.2102004}, {'lat': -39.8319996, 'lon': -73.2096533}];-73.2113504;-39.8319996;-73.2096533;-39.8317209
way;;paved;;;;;;;;Santiago;50;yes;2;residential;;;;;[1194179066, 11877021278, 9337812531, 7217871089, 1194179132, 1194179177];103416555;-73.21630980670875;-39.807469780061815;[{'lat': -39.807625, 'lon': -73.2160059}, {'lat': -39.8075971, 'lon': -73.2160617}, {'lat': -39.8075741, 'lon': -73.2161077}, {'lat': -39.8075571, 'lon': -73.2161458}, {'lat': -39.8073559, 'lon': -73.2165301}, {'lat': -39.8071517, 'lon': -73.2169253}];-73.2169253;-39.807625;-73.2160059;-39.8071517
way;;paved;;;;;;;;Bombero Hernández;50;;2;residential;;;;;[1194178787, 1194179092, 1358085890, 7644304897, 7220960583, 6184849999, 1194179087];103416556;-73.21627093324163;-39.80379440486743;[{'lat': -39.8033698, 'lon': -73.2162083}, {'lat': -39.8036659, 'lon': -73.2162258}, {'lat': -39.8040909, 'lon': -73.2163153}, {'lat': -39.8044566, 'lon': -73.2164028}, {'lat': -39.8051117, 'lon': -73.2165377}, {'lat': -39.8060449, 'lon': -73.2167798}, {'lat': -39.8061025, 'lon': -73.2167562}];-73.2167798;-39.8061025;-73.2162083;-39.8033698
way;;paved;;;;;;;;Pasaje 1;50;;2;residential;;;;;[1194179083, 1194179072];103416561;-73.21693895;-39.804031300000005;[{'lat': -39.8044201, 'lon': -73.216951}, {'lat': -39.8036425, 'lon': -73.2169269}];-73.216951;-39.8044201;-73.2169269;-39.8036425
way;;paved;;;;;;;;Bombero Muñoz;50;yes;2;residential;;;;;[1194178992, 7220764391, 1194178922, 1194179012, 7217871087, 1194178976, 5250259137, 1194178979];103416565;-73.2158795578843;-39.80666410755798;[{'lat': -39.8065698, 'lon': -73.2170878}, {'lat': -39.8065747, 'lon': -73.2170108}, {'lat': -39.8065876, 'lon': -73.2168082}, {'lat': -39.8066175, 'lon': -73.2162534}, {'lat': -39.8066707, 'lon': -73.2155034}, {'lat': -39.8066848, 'lon': -73.2153053}, {'lat': -39.8067105, 'lon': -73.2152478}, {'lat': -39.8067474, 'lon': -73.2151776}];-73.2170878;-39.8067474;-73.2151776;-39.8065698
way;;paved;;;;;;;;Pasaje Tres;50;;2;residential;;;;;[1358125158, 8864569373, 1194179210, 8925688057, 1194179219, 1194179227];103416568;-73.20878942518421;-39.803192450768016;[{'lat': -39.8033566, 'lon': -73.2091064}, {'lat': -39.8033615, 'lon': -73.2090045}, {'lat': -39.8033651, 'lon': -73.208689}, {'lat': -39.8033441, 'lon': -73.2086558}, {'lat': -39.8030809, 'lon': -73.2086376}, {'lat': -39.802837, 'lon': -73.2085725}];-73.2091064;-39.8033651;-73.2085725;-39.802837
way;;paved;;;;;;;;Pasaje Dos;50;;2;residential;;;;;[1194179012, 1194178998];103416569;-73.21623065;-39.80638655;[{'lat': -39.8066175, 'lon': -73.2162534}, {'lat': -39.8061556, 'lon': -73.2162079}];-73.2162534;-39.8066175;-73.2162079;-39.8061556
way;;paved;;;;;;;;Pasaje Tres;50;;2;residential;;;;;[1194179227, 8925688061, 8864967265, 1358125131, 1194178781];103416571;-73.2084861322995;-39.802537569066814;[{'lat': -39.802837, 'lon': -73.2085725}, {'lat': -39.8028209, 'lon': -73.2085665}, {'lat': -39.8025953, 'lon': -73.2084969}, {'lat': -39.8025759, 'lon': -73.2084909}, {'lat': -39.8021734, 'lon': -73.2083877}];-73.2085725;-39.802837;-73.2083877;-39.8021734
way;;paved;;;;;;;;Nueva 3;50;;2;residential;;;;;[7215508058, 1194179254];103416576;-73.21411875;-39.80799185;[{'lat': -39.8080602, 'lon': -73.2134535}, {'lat': -39.8079235, 'lon': -73.214784}];-73.214784;-39.8080602;-73.2134535;-39.8079235
way;;paved;;;;;;;;Chaihuín;50;yes;2;residential;;;;;[1194179126, 1194179064, 7215235538, 11168842744, 1194178902];103416578;-73.21608381310546;-39.809004821261574;[{'lat': -39.8087364, 'lon': -73.2160389}, {'lat': -39.808891, 'lon': -73.2160632}, {'lat': -39.8094755, 'lon': -73.2161646}, {'lat': -39.8095527, 'lon': -73.2161776}, {'lat': -39.8095985, 'lon': -73.2161853}];-73.2161853;-39.8095985;-73.2160389;-39.8087364
way;;paved;;;;;;;;Pasaje Trece;50;yes;1;residential;;;;;[3440120130, 6184849997, 11877021271, 1194178915];103416580;-73.21758280413643;-39.80906958150079;[{'lat': -39.8091696, 'lon': -73.2174016}, {'lat': -39.8091472, 'lon': -73.2174461}, {'lat': -39.8091238, 'lon': -73.2174877}, {'lat': -39.8088911, 'lon': -73.2179023}];-73.2179023;-39.8091696;-73.2174016;-39.8088911
way;;paved;;;;;;;;Huapi;50;;2;residential;;;;;[1194178866, 7215235537, 1194178848];103416581;-73.21559856666669;-39.80942626666667;[{'lat': -39.8097969, 'lon': -73.2156571}, {'lat': -39.8095298, 'lon': -73.2156161}, {'lat': -39.8089521, 'lon': -73.2155225}];-73.2156571;-39.8097969;-73.2155225;-39.8089521
